version	driver	relationship	niffler_path	niffler_sha256	aether_path	aether_sha256
20260519130000	mysql	same_content	crates/aether-data/migrations/mysql/20260519130000_add_provider_api_key_default_pool_sort_index.sql	d80b1eb179c6cc460983e0665b9bfce73bde7bceb99f3b6c39004dd3fb533dee	crates/aether-data/adapters/mysql/migrations/20260519130000_add_provider_api_key_default_pool_sort_index.sql	d80b1eb179c6cc460983e0665b9bfce73bde7bceb99f3b6c39004dd3fb533dee
20260519130000	postgres	same_content	crates/aether-data/migrations/postgres/20260519130000_add_provider_api_key_default_pool_sort_index.sql	374c2f7777ec6fef908c5741f4f57b9616124a5eda3da6d9e54db4917b901d30	crates/aether-data/adapters/postgres/migrations/20260519130000_add_provider_api_key_default_pool_sort_index.sql	374c2f7777ec6fef908c5741f4f57b9616124a5eda3da6d9e54db4917b901d30
20260519130000	sqlite	same_content	crates/aether-data/migrations/sqlite/20260519130000_add_provider_api_key_default_pool_sort_index.sql	b9ffdc028d9e27e043d5c1c11daabc454ba517d3cd619d708cb5f9e6f9f4a54e	crates/aether-data/adapters/sqlite/migrations/20260519130000_add_provider_api_key_default_pool_sort_index.sql	b9ffdc028d9e27e043d5c1c11daabc454ba517d3cd619d708cb5f9e6f9f4a54e
20260520000000	mysql	aether_only			crates/aether-data/adapters/mysql/migrations/20260520000000_add_api_key_ip_rules.sql	c6af02baa1cc410a5d4504f298490b9f23a6b8feffa7f99bcd4ccba0627b5b5b
20260520000000	postgres	aether_only			crates/aether-data/adapters/postgres/migrations/20260520000000_add_api_key_ip_rules.sql	52143a4ec2d18057d9cf8e6f300a8c03cc14800b6cc6dbe9da1a73220210fd3b
20260520000000	sqlite	aether_only			crates/aether-data/adapters/sqlite/migrations/20260520000000_add_api_key_ip_rules.sql	b5d649bb87a2f8c7b0c5381e7fd57f52c0a7c3711ce5d751af0ab3a46a3a650d
20260520010000	mysql	aether_only			crates/aether-data/adapters/mysql/migrations/20260520010000_preserve_usage_provider_identity.sql	ec0f673a8b499d38ef49640696c7a716ee5b2dd77c10075db245d93c5e9d1ec2
20260520010000	postgres	aether_only			crates/aether-data/adapters/postgres/migrations/20260520010000_preserve_usage_provider_identity.sql	84718698da673b226bba8783f444193fe6347cc432a9dedea4bb7d7a967ffbe7
20260520010000	sqlite	aether_only			crates/aether-data/adapters/sqlite/migrations/20260520010000_preserve_usage_provider_identity.sql	007b198e778ae620fc79ecde6ba34e80d7a25c3eb4c2b021bdff72415519f433
20260522000000	postgres	aether_only			crates/aether-data/adapters/postgres/migrations/20260522000000_decouple_usage_identity_foreign_keys.sql	1d824d5d0240ecd559202a423c71f7979e891dce513a5db54af7f853abee94e7
20260524000000	mysql	aether_only			crates/aether-data/adapters/mysql/migrations/20260524000000_add_scheduler_hotspot_indexes.sql	d9938569e0c03d01262a18f8207e22169a725f01ed4d691693c7a9825659160a
20260524000000	postgres	aether_only			crates/aether-data/adapters/postgres/migrations/20260524000000_add_scheduler_hotspot_indexes.sql	7f8911376f5a2869dd6fa462fa0484fd6288bc155ac49c1b923693e2d008ec56
20260524000000	sqlite	aether_only			crates/aether-data/adapters/sqlite/migrations/20260524000000_add_scheduler_hotspot_indexes.sql	7e484b973f61e4ed19e09f30b265d3d2d8634ea3ba09f2c9b38ec32b3d22bcc8
20260527000000	mysql	aether_only			crates/aether-data/adapters/mysql/migrations/20260527000000_add_provider_key_name_hotspot_index.sql	57e0c396847e1cdea9149e1051f290e65d4f0eae9ffd184d1eeb5ac1ceba8bfe
20260527000000	postgres	aether_only			crates/aether-data/adapters/postgres/migrations/20260527000000_add_provider_key_name_hotspot_index.sql	fbe159877e8b61a3654bf9807128f80c678cd133ef81bb1013e615d1c87c4df6
20260527000000	sqlite	aether_only			crates/aether-data/adapters/sqlite/migrations/20260527000000_add_provider_key_name_hotspot_index.sql	3c06ce1f4ffb9c53c3a9a64d2046f9b8a69201051d7c56e59301b50fdd0057a4
20260527120000	mysql	niffler_only	crates/aether-data/migrations/mysql/20260527120000_add_user_group_concurrent_limit.sql	91ced2d2fa30cbd963268fee0c1fa7eba4dbbc5233a93ae36d845037eb49e8ae		
20260527120000	postgres	niffler_only	crates/aether-data/migrations/postgres/20260527120000_add_user_group_concurrent_limit.sql	d6826b559a28256e919822d7fdc9c396b75d3beb6d0b35736d2053e6dff85b4f		
20260527120000	sqlite	niffler_only	crates/aether-data/migrations/sqlite/20260527120000_add_user_group_concurrent_limit.sql	7da3585cc9baafe1c051c3dd0b096fd12ef45e79ddb3a618831588101998f74a		
